chem,gene,Column1,disease,gene_product,#_chem-gene_product_Pubmed_Abstracts,#_gene_product-disease_Pubmed_Abstracts,#_chem-disease_Pubmed_Abstracts,#_chem-gene_product-disease_Pubmed_Abstracts,Metal PDB ID
cobalt,SLC11A2,,heart failure,solute carrier family 11 member 2,18,5,175,0,
cobalt,SLC11A2,,hypothyroidism,solute carrier family 11 member 2,18,1,57,0,
cobalt,SLC11A2,,innate immune response,solute carrier family 11 member 2,18,29,138,0,
cobalt,SLC11A2,,melanoma,solute carrier family 11 member 2,18,3,329,0,
cobalt,SLC11A2,,prostate cancer,solute carrier family 11 member 2,18,7,272,0,
nickel,IGF1,,NLRP3 inflammasome complex,insulin like growth factor 1,17,1,2,0,
nickel,IGF1,,allergic contact dermatitis,insulin like growth factor 1,17,2,1920,1,
nickel,IGF1,,innate immune response,insulin like growth factor 1,17,159,145,0,
nickel,IGF1,,periprosthetic osteolysis,insulin like growth factor 1,17,1,5,0,
nickel,IGF1,,prostate cancer,insulin like growth factor 1,17,909,141,0,
nickel,IGF1,,squamous cell carcinoma,insulin like growth factor 1,17,203,83,0,
chromium(6+),LYZ,,melanoma,lysozyme,17,72,47,0,
nickel(2+),ADI1,,NLRP3 inflammasome complex,acireductone dioxygenase 1,15,0,1,0,
nickel(2+),ADI1,,allergic contact dermatitis,acireductone dioxygenase 1,15,0,863,0,
nickel(2+),ADI1,,innate immune response,acireductone dioxygenase 1,15,0,62,0,
nickel(2+),ADI1,,prostate cancer,acireductone dioxygenase 1,15,2,72,0,
nickel,HDC,,NLRP3 inflammasome complex,histidine decarboxylase,15,0,2,0,
nickel,HDC,,allergic contact dermatitis,histidine decarboxylase,15,10,1920,3,
nickel,HDC,,innate immune response,histidine decarboxylase,15,28,145,2,
nickel,HDC,,metal allergy,histidine decarboxylase,15,5,2517,5,
nickel,HDC,,prostate cancer,histidine decarboxylase,15,0,141,0,
nickel,HDC,,squamous cell carcinoma,histidine decarboxylase,15,2,83,0,
nickel,PTGS2,,NLRP3 inflammasome complex,prostaglandin-endoperoxide synthase 2,15,3,2,0,
nickel,PTGS2,,allergic contact dermatitis,prostaglandin-endoperoxide synthase 2,15,6,1920,0,
nickel,PTGS2,,innate immune response,prostaglandin-endoperoxide synthase 2,15,322,145,0,
nickel,PTGS2,,metal allergy,prostaglandin-endoperoxide synthase 2,15,20,2517,1,
nickel,PTGS2,,periprosthetic osteolysis,prostaglandin-endoperoxide synthase 2,15,11,5,0,
nickel,PTGS2,,prostate cancer,prostaglandin-endoperoxide synthase 2,15,393,141,0,
nickel,PTGS2,,squamous cell carcinoma,prostaglandin-endoperoxide synthase 2,15,664,83,0,
chromium,TGFB1,,anaplastic large cell lymphoma,transforming growth factor beta 1,15,1,0,0,
chromium,TGFB1,,melanoma,transforming growth factor beta 1,15,217,149,1,
cobalt(2+),MTR,,Chest tightness,5-methyltetrahydrofolate-homocysteine methyltransferase,14,0,1,0,
cobalt(2+),MTR,,Chronic fatigue,5-methyltetrahydrofolate-homocysteine methyltransferase,14,0,2,0,
cobalt(2+),MTR,,Cognitive impairment,5-methyltetrahydrofolate-homocysteine methyltransferase,14,8,9,0,
cobalt(2+),MTR,,Dyspnea,5-methyltetrahydrofolate-homocysteine methyltransferase,14,0,20,0,
cobalt(2+),MTR,,NLRP3 inflammasome complex,5-methyltetrahydrofolate-homocysteine methyltransferase,14,0,1,0,
cobalt(2+),MTR,,Palpitations,5-methyltetrahydrofolate-homocysteine methyltransferase,14,0,0,0,
cobalt(2+),MTR,,Tinnitus,5-methyltetrahydrofolate-homocysteine methyltransferase,14,0,5,0,
cobalt(2+),MTR,,cardiomyopathy,5-methyltetrahydrofolate-homocysteine methyltransferase,14,0,49,0,
cobalt(2+),MTR,,fibromyalgia,5-methyltetrahydrofolate-homocysteine methyltransferase,14,0,1,0,
cobalt(2+),MTR,,heart failure,5-methyltetrahydrofolate-homocysteine methyltransferase,14,1,83,0,
cobalt(2+),MTR,,hypothyroidism,5-methyltetrahydrofolate-homocysteine methyltransferase,14,3,23,0,
cobalt(2+),MTR,,innate immune response,5-methyltetrahydrofolate-homocysteine methyltransferase,14,2,46,0,
cobalt(2+),MTR,,melanoma,5-methyltetrahydrofolate-homocysteine methyltransferase,14,1,119,0,
cobalt(2+),MTR,,periprosthetic osteolysis,5-methyltetrahydrofolate-homocysteine methyltransferase,14,0,29,0,
cobalt(2+),MTR,,prostate cancer,5-methyltetrahydrofolate-homocysteine methyltransferase,14,16,116,0,
titanium,TIMP1,,NLRP3 inflammasome complex,TIMP metallopeptidase inhibitor 1,14,0,1,0,
titanium,TIMP1,,innate immune response,TIMP metallopeptidase inhibitor 1,14,40,208,0,
titanium,TIMP1,,periprosthetic osteolysis,TIMP metallopeptidase inhibitor 1,14,7,226,1,
nickel,CASP8,,NLRP3 inflammasome complex,caspase 8,13,25,2,0,
nickel,CASP8,,allergic contact dermatitis,caspase 8,13,2,1920,1,
nickel,CASP8,,anaplastic large cell lymphoma,caspase 8,13,6,0,0,
nickel,CASP8,,innate immune response,caspase 8,13,281,145,0,
nickel,CASP8,,periprosthetic osteolysis,caspase 8,13,2,5,0,
nickel,CASP8,,prostate cancer,caspase 8,13,376,141,0,
nickel,CASP8,,squamous cell carcinoma,caspase 8,13,243,83,0,
nickel,CD86,,NLRP3 inflammasome complex,CD86 molecule,13,1,2,0,
nickel,CD86,,allergic contact dermatitis,CD86 molecule,13,21,1920,4,
nickel,CD86,,innate immune response,CD86 molecule,13,164,145,1,
nickel,CD86,,metal allergy,CD86 molecule,13,5,2517,3,
nickel,CD86,,periprosthetic osteolysis,CD86 molecule,13,0,5,0,
nickel,CD86,,prostate cancer,CD86 molecule,13,5,141,0,
nickel,HK2,,NLRP3 inflammasome complex,hexokinase 2,13,4,2,0,
nickel,HK2,,allergic contact dermatitis,hexokinase 2,13,0,1920,0,
nickel,HK2,,anaplastic large cell lymphoma,hexokinase 2,13,0,0,0,
nickel,HK2,,innate immune response,hexokinase 2,13,40,145,0,
nickel,HK2,,prostate cancer,hexokinase 2,13,43,141,0,
nickel,HK2,,squamous cell carcinoma,hexokinase 2,13,66,83,1,
nickel,MAPT,,NLRP3 inflammasome complex,microtubule associated protein tau,13,1,2,0,
nickel,MAPT,,allergic contact dermatitis,microtubule associated protein tau,13,0,1920,0,
nickel,MAPT,,anaplastic large cell lymphoma,microtubule associated protein tau,13,1,0,0,
nickel,MAPT,,innate immune response,microtubule associated protein tau,13,69,145,0,
nickel,MAPT,,prostate cancer,microtubule associated protein tau,13,20,141,0,
nickel,MAPT,,squamous cell carcinoma,microtubule associated protein tau,13,3,83,0,
cobalt,ABCB1,,Chest tightness,ATP binding cassette subfamily B member 1,12,1,4,0,
cobalt,ABCB1,,Chronic fatigue,ATP binding cassette subfamily B member 1,12,1,2,0,
cobalt,ABCB1,,Cognitive impairment,ATP binding cassette subfamily B member 1,12,17,22,0,
cobalt,ABCB1,,Demyelinating polyneuropathy,ATP binding cassette subfamily B member 1,12,1,0,0,
cobalt,ABCB1,,Dyspnea,ATP binding cassette subfamily B member 1,12,1,62,0,
cobalt,ABCB1,,NLRP3 inflammasome complex,ATP binding cassette subfamily B member 1,12,0,3,0,
cobalt,ABCB1,,Neurotoxicity Syndromes,ATP binding cassette subfamily B member 1,12,24,51,0,
cobalt,ABCB1,,Palpitations,ATP binding cassette subfamily B member 1,12,0,0,0,
cobalt,ABCB1,,Tinnitus,ATP binding cassette subfamily B member 1,12,2,12,0,
cobalt,ABCB1,,cardiomyopathy,ATP binding cassette subfamily B member 1,12,7,177,0,
cobalt,ABCB1,,fibromyalgia,ATP binding cassette subfamily B member 1,12,1,2,0,
cobalt,ABCB1,,heart failure,ATP binding cassette subfamily B member 1,12,41,175,0,
cobalt,ABCB1,,hypothyroidism,ATP binding cassette subfamily B member 1,12,6,57,0,
cobalt,ABCB1,,innate immune response,ATP binding cassette subfamily B member 1,12,48,138,0,
cobalt,ABCB1,,melanoma,ATP binding cassette subfamily B member 1,12,217,329,0,
cobalt,ABCB1,,prostate cancer,ATP binding cassette subfamily B member 1,12,150,272,0,
nickel,AR,,NLRP3 inflammasome complex,androgen receptor,12,0,2,0,
nickel,AR,,allergic contact dermatitis,androgen receptor,12,0,1920,0,
nickel,AR,,anaplastic large cell lymphoma,androgen receptor,12,0,0,0,
nickel,AR,,innate immune response,androgen receptor,12,70,145,0,
nickel,AR,,metal allergy,androgen receptor,12,2,2517,0,
nickel,AR,,prostate cancer,androgen receptor,12,11804,141,1,
nickel,AR,,squamous cell carcinoma,androgen receptor,12,151,83,0,
chromium(6+),GOT1,,melanoma,glutamic-oxaloacetic transaminase 1,12,21,47,0,
chromium,NQO1,,anaplastic large cell lymphoma,NAD(P)H quinone dehydrogenase 1,12,0,0,0,
chromium,NQO1,,melanoma,NAD(P)H quinone dehydrogenase 1,12,27,149,0,
cobalt,ACO1,,Chronic fatigue,aconitase 1,11,1,2,0,
cobalt,ACO1,,Dyspnea,aconitase 1,11,1,62,0,
cobalt,ACO1,,NLRP3 inflammasome complex,aconitase 1,11,0,3,0,
cobalt,ACO1,,Tinnitus,aconitase 1,11,0,12,0,
cobalt,ACO1,,cardiomyopathy,aconitase 1,11,38,177,0,
cobalt,ACO1,,fibromyalgia,aconitase 1,11,0,2,0,
cobalt,ACO1,,heart failure,aconitase 1,11,19,175,0,
cobalt,ACO1,,hypothyroidism,aconitase 1,11,0,57,0,
cobalt,ACO1,,innate immune response,aconitase 1,11,5,138,0,
cobalt,ACO1,,melanoma,aconitase 1,11,8,329,0,
cobalt,ACO1,,prostate cancer,aconitase 1,11,19,272,0,
cobalt,IL4,,Chest tightness,interleukin 4,11,2,4,0,
cobalt,IL4,,Chronic fatigue,interleukin 4,11,12,2,0,
cobalt,IL4,,Cognitive impairment,interleukin 4,11,47,22,0,
cobalt,IL4,,Dyspnea,interleukin 4,11,16,62,0,
cobalt,IL4,,NLRP3 inflammasome complex,interleukin 4,11,3,3,0,
cobalt,IL4,,Palpitations,interleukin 4,11,0,0,0,
cobalt,IL4,,Tinnitus,interleukin 4,11,1,12,0,
cobalt,IL4,,cardiomyopathy,interleukin 4,11,93,177,0,
cobalt,IL4,,fibromyalgia,interleukin 4,11,8,2,0,
cobalt,IL4,,heart failure,interleukin 4,11,53,175,0,
cobalt,IL4,,hypothyroidism,interleukin 4,11,10,57,0,
cobalt,IL4,,innate immune response,interleukin 4,11,1138,138,0,
cobalt,IL4,,melanoma,interleukin 4,11,277,329,0,
cobalt,IL4,,periprosthetic osteolysis,interleukin 4,11,6,65,0,
cobalt,IL4,,prostate cancer,interleukin 4,11,83,272,0,
nickel,SPP1,,NLRP3 inflammasome complex,secreted phosphoprotein 1,11,1,2,0,
nickel,SPP1,,allergic contact dermatitis,secreted phosphoprotein 1,11,6,1920,1,
nickel,SPP1,,innate immune response,secreted phosphoprotein 1,11,106,145,0,
nickel,SPP1,,metal allergy,secreted phosphoprotein 1,11,3,2517,1,
nickel,SPP1,,periprosthetic osteolysis,secreted phosphoprotein 1,11,3,5,0,
nickel,SPP1,,prostate cancer,secreted phosphoprotein 1,11,152,141,0,
nickel,SPP1,,squamous cell carcinoma,secreted phosphoprotein 1,11,140,83,0,
chromium(6+),TP53,,anaplastic large cell lymphoma,tumor protein p53,11,85,0,0,
chromium(6+),TP53,,melanoma,tumor protein p53,11,1750,47,0,
nickel,NLRP3,,NLRP3 inflammasome complex,NLR family pyrin domain containing 3,10,854,2,1,
nickel,NLRP3,,allergic contact dermatitis,NLR family pyrin domain containing 3,10,6,1920,1,
nickel,NLRP3,,innate immune response,NLR family pyrin domain containing 3,10,1074,145,1,
nickel,NLRP3,,periprosthetic osteolysis,NLR family pyrin domain containing 3,10,5,5,0,
nickel,NLRP3,,prostate cancer,NLR family pyrin domain containing 3,10,9,141,0,
nickel,NLRP3,,squamous cell carcinoma,NLR family pyrin domain containing 3,10,16,83,0,
cobalt(2+),TP53I3,,Chest tightness,tumor protein p53 inducible protein 3,10,0,1,0,
cobalt(2+),TP53I3,,Chronic fatigue,tumor protein p53 inducible protein 3,10,0,2,0,
cobalt(2+),TP53I3,,Dyspnea,tumor protein p53 inducible protein 3,10,0,20,0,
cobalt(2+),TP53I3,,NLRP3 inflammasome complex,tumor protein p53 inducible protein 3,10,0,1,0,
cobalt(2+),TP53I3,,Palpitations,tumor protein p53 inducible protein 3,10,0,0,0,
cobalt(2+),TP53I3,,Tinnitus,tumor protein p53 inducible protein 3,10,0,5,0,
cobalt(2+),TP53I3,,cardiomyopathy,tumor protein p53 inducible protein 3,10,3,49,0,
cobalt(2+),TP53I3,,heart failure,tumor protein p53 inducible protein 3,10,6,83,0,
cobalt(2+),TP53I3,,hypothyroidism,tumor protein p53 inducible protein 3,10,0,23,0,
cobalt(2+),TP53I3,,innate immune response,tumor protein p53 inducible protein 3,10,6,46,0,
cobalt(2+),TP53I3,,melanoma,tumor protein p53 inducible protein 3,10,20,119,0,
cobalt(2+),TP53I3,,prostate cancer,tumor protein p53 inducible protein 3,10,36,116,0,
cobalt(2+),FDXR,,Chest tightness,ferredoxin reductase,9,0,1,0,
cobalt(2+),FDXR,,Chronic fatigue,ferredoxin reductase,9,0,2,0,
cobalt(2+),FDXR,,Dyspnea,ferredoxin reductase,9,0,20,0,
cobalt(2+),FDXR,,NLRP3 inflammasome complex,ferredoxin reductase,9,0,1,0,
cobalt(2+),FDXR,,Palpitations,ferredoxin reductase,9,0,0,0,
cobalt(2+),FDXR,,Tinnitus,ferredoxin reductase,9,0,5,0,
cobalt(2+),FDXR,,cardiomyopathy,ferredoxin reductase,9,1,49,0,
cobalt(2+),FDXR,,fibromyalgia,ferredoxin reductase,9,0,1,0,
cobalt(2+),FDXR,,heart failure,ferredoxin reductase,9,1,83,0,
cobalt(2+),FDXR,,hypothyroidism,ferredoxin reductase,9,0,23,0,
cobalt(2+),FDXR,,innate immune response,ferredoxin reductase,9,5,46,0,
cobalt(2+),FDXR,,melanoma,ferredoxin reductase,9,1,119,0,
cobalt(2+),FDXR,,prostate cancer,ferredoxin reductase,9,8,116,0,
nickel,MAPK1,,NLRP3 inflammasome complex,mitogen-activated protein kinase 1,9,1,2,0,"5BUE, 5BUI "
nickel,MAPK1,,allergic contact dermatitis,mitogen-activated protein kinase 1,9,2,1920,1,"5BUE, 5BUI "
nickel,MAPK1,,anaplastic large cell lymphoma,mitogen-activated protein kinase 1,9,5,0,0,"5BUE, 5BUI "
nickel,MAPK1,,innate immune response,mitogen-activated protein kinase 1,9,138,145,0,"5BUE, 5BUI "
nickel,MAPK1,,periprosthetic osteolysis,mitogen-activated protein kinase 1,9,1,5,0,"5BUE, 5BUI "
nickel,MAPK1,,prostate cancer,mitogen-activated protein kinase 1,9,204,141,0,"5BUE, 5BUI "
nickel,MAPK1,,squamous cell carcinoma,mitogen-activated protein kinase 1,9,153,83,0,"5BUE, 5BUI "
nickel,PARP1,,NLRP3 inflammasome complex,poly(ADP-ribose) polymerase 1,9,2,2,0,
nickel,PARP1,,allergic contact dermatitis,poly(ADP-ribose) polymerase 1,9,1,1920,0,
nickel,PARP1,,anaplastic large cell lymphoma,poly(ADP-ribose) polymerase 1,9,4,0,0,
nickel,PARP1,,innate immune response,poly(ADP-ribose) polymerase 1,9,84,145,0,
nickel,PARP1,,periprosthetic osteolysis,poly(ADP-ribose) polymerase 1,9,2,5,0,
nickel,PARP1,,prostate cancer,poly(ADP-ribose) polymerase 1,9,443,141,0,
nickel,PARP1,,squamous cell carcinoma,poly(ADP-ribose) polymerase 1,9,194,83,0,
chromium,SOD1,,anaplastic large cell lymphoma,superoxide dismutase 1,9,0,0,0,
chromium,SOD1,,melanoma,superoxide dismutase 1,9,6,149,0,
cobalt(2+),ABCB1,,Chest tightness,ATP binding cassette subfamily B member 1,8,1,1,0,
cobalt(2+),ABCB1,,Chronic fatigue,ATP binding cassette subfamily B member 1,8,1,2,0,
cobalt(2+),ABCB1,,Cognitive impairment,ATP binding cassette subfamily B member 1,8,17,9,0,
cobalt(2+),ABCB1,,Demyelinating polyneuropathy,ATP binding cassette subfamily B member 1,8,1,0,0,
cobalt(2+),ABCB1,,Dyspnea,ATP binding cassette subfamily B member 1,8,1,20,0,
cobalt(2+),ABCB1,,NLRP3 inflammasome complex,ATP binding cassette subfamily B member 1,8,0,1,0,
cobalt(2+),ABCB1,,Neurotoxicity Syndromes,ATP binding cassette subfamily B member 1,8,24,20,0,
cobalt(2+),ABCB1,,Palpitations,ATP binding cassette subfamily B member 1,8,0,0,0,
cobalt(2+),ABCB1,,Tinnitus,ATP binding cassette subfamily B member 1,8,2,5,0,
cobalt(2+),ABCB1,,cardiomyopathy,ATP binding cassette subfamily B member 1,8,7,49,0,
cobalt(2+),ABCB1,,fibromyalgia,ATP binding cassette subfamily B member 1,8,1,1,0,
cobalt(2+),ABCB1,,heart failure,ATP binding cassette subfamily B member 1,8,41,83,0,
cobalt(2+),ABCB1,,hypothyroidism,ATP binding cassette subfamily B member 1,8,6,23,0,
cobalt(2+),ABCB1,,innate immune response,ATP binding cassette subfamily B member 1,8,48,46,0,
cobalt(2+),ABCB1,,melanoma,ATP binding cassette subfamily B member 1,8,217,119,0,
cobalt(2+),ABCB1,,prostate cancer,ATP binding cassette subfamily B member 1,8,150,116,0,
nickel(2+),AFP,,allergic contact dermatitis,alpha fetoprotein,8,0,863,0,
nickel(2+),AFP,,innate immune response,alpha fetoprotein,8,46,62,0,
nickel(2+),AFP,,prostate cancer,alpha fetoprotein,8,231,72,0,
nickel(2+),AFP,,squamous cell carcinoma,alpha fetoprotein,8,174,22,0,
chromium(6+),MAP3K5,,melanoma,mitogen-activated protein kinase kinase kinase 5,8,1367,47,1,
chromium,PARP1,,anaplastic large cell lymphoma,poly(ADP-ribose) polymerase 1,8,4,0,0,
chromium,PARP1,,melanoma,poly(ADP-ribose) polymerase 1,8,203,149,0,
chromium(6+),PTGS2,,melanoma,prostaglandin-endoperoxide synthase 2,8,198,47,0,
cobalt(2+),TAP1,,Chest tightness,"transporter 1, ATP binding cassette subfamily B member",8,1,1,0,
cobalt(2+),TAP1,,Chronic fatigue,"transporter 1, ATP binding cassette subfamily B member",8,1,2,0,
cobalt(2+),TAP1,,Cognitive impairment,"transporter 1, ATP binding cassette subfamily B member",8,15,9,0,
cobalt(2+),TAP1,,Dyspnea,"transporter 1, ATP binding cassette subfamily B member",8,1,20,0,
cobalt(2+),TAP1,,NLRP3 inflammasome complex,"transporter 1, ATP binding cassette subfamily B member",8,0,1,0,
cobalt(2+),TAP1,,Palpitations,"transporter 1, ATP binding cassette subfamily B member",8,0,0,0,
cobalt(2+),TAP1,,Tinnitus,"transporter 1, ATP binding cassette subfamily B member",8,2,5,0,
cobalt(2+),TAP1,,cardiomyopathy,"transporter 1, ATP binding cassette subfamily B member",8,7,49,0,
cobalt(2+),TAP1,,heart failure,"transporter 1, ATP binding cassette subfamily B member",8,40,83,0,
cobalt(2+),TAP1,,hypothyroidism,"transporter 1, ATP binding cassette subfamily B member",8,6,23,0,
cobalt(2+),TAP1,,innate immune response,"transporter 1, ATP binding cassette subfamily B member",8,47,46,0,
cobalt(2+),TAP1,,melanoma,"transporter 1, ATP binding cassette subfamily B member",8,214,119,0,
cobalt(2+),TAP1,,periprosthetic osteolysis,"transporter 1, ATP binding cassette subfamily B member",8,0,29,0,
cobalt(2+),TAP1,,prostate cancer,"transporter 1, ATP binding cassette subfamily B member",8,146,116,0,
nickel,ACO1,,NLRP3 inflammasome complex,aconitase 1,7,0,2,0,
nickel,ACO1,,allergic contact dermatitis,aconitase 1,7,1,1920,1,
nickel,ACO1,,innate immune response,aconitase 1,7,5,145,0,
nickel,ACO1,,prostate cancer,aconitase 1,7,19,141,0,
nickel,ACO1,,squamous cell carcinoma,aconitase 1,7,1,83,0,
chromium(3+),CASP8,,anaplastic large cell lymphoma,caspase 8,7,6,0,0,
chromium(3+),CASP8,,melanoma,caspase 8,7,243,47,0,
nickel,MAPK3,,NLRP3 inflammasome complex,mitogen-activated protein kinase 3,7,1,2,0,
nickel,MAPK3,,allergic contact dermatitis,mitogen-activated protein kinase 3,7,2,1920,1,
nickel,MAPK3,,anaplastic large cell lymphoma,mitogen-activated protein kinase 3,7,5,0,0,
nickel,MAPK3,,innate immune response,mitogen-activated protein kinase 3,7,145,145,0,
nickel,MAPK3,,periprosthetic osteolysis,mitogen-activated protein kinase 3,7,1,5,0,
nickel,MAPK3,,prostate cancer,mitogen-activated protein kinase 3,7,208,141,0,
nickel,MAPK3,,squamous cell carcinoma,mitogen-activated protein kinase 3,7,155,83,0,
nickel,SLC2A1,,NLRP3 inflammasome complex,solute carrier family 2 member 1,7,0,2,0,
nickel,SLC2A1,,allergic contact dermatitis,solute carrier family 2 member 1,7,0,1920,0,
nickel,SLC2A1,,innate immune response,solute carrier family 2 member 1,7,39,145,0,
nickel,SLC2A1,,prostate cancer,solute carrier family 2 member 1,7,9,141,0,
nickel,SLC2A1,,squamous cell carcinoma,solute carrier family 2 member 1,7,21,83,0,
nickel,SP1,,allergic contact dermatitis,Sp1 transcription factor,7,0,1920,0,
nickel,SP1,,anaplastic large cell lymphoma,Sp1 transcription factor,7,4,0,0,
nickel,SP1,,innate immune response,Sp1 transcription factor,7,45,145,0,
nickel,SP1,,prostate cancer,Sp1 transcription factor,7,143,141,0,
nickel,SP1,,squamous cell carcinoma,Sp1 transcription factor,7,89,83,0,
chromium(6+),BCL2,,anaplastic large cell lymphoma,BCL2 apoptosis regulator,6,20,0,0,
chromium(6+),BCL2,,melanoma,BCL2 apoptosis regulator,6,230,47,0,
nickel,FGF1,,NLRP3 inflammasome complex,fibroblast growth factor 1,6,0,2,0,1E0O
nickel,FGF1,,allergic contact dermatitis,fibroblast growth factor 1,6,0,1920,0,1E0O
nickel,FGF1,,innate immune response,fibroblast growth factor 1,6,9,145,0,1E0O
nickel,FGF1,,periprosthetic osteolysis,fibroblast growth factor 1,6,0,5,0,1E0O
nickel,FGF1,,prostate cancer,fibroblast growth factor 1,6,37,141,0,1E0O
nickel,FGF1,,squamous cell carcinoma,fibroblast growth factor 1,6,17,83,0,1E0O
chromium(6+),HPRT1,,melanoma,hypoxanthine phosphoribosyltransferase 1,6,19,47,0,
nickel,IDH1,,Localized skin lesion,isocitrate dehydrogenase (NADP(+)) 1,6,0,2,0,
nickel,IDH1,,NLRP3 inflammasome complex,isocitrate dehydrogenase (NADP(+)) 1,6,0,2,0,
nickel,IDH1,,innate immune response,isocitrate dehydrogenase (NADP(+)) 1,6,2,145,0,
nickel,IDH1,,prostate cancer,isocitrate dehydrogenase (NADP(+)) 1,6,3,141,0,
nickel,IDH1,,squamous cell carcinoma,isocitrate dehydrogenase (NADP(+)) 1,6,3,83,0,
chromium(6+),MTF1,,melanoma,metal regulatory transcription factor 1,6,3,47,0,
nickel,SLC11A2,,NLRP3 inflammasome complex,solute carrier family 11 member 2,6,0,2,0,
nickel,SLC11A2,,allergic contact dermatitis,solute carrier family 11 member 2,6,0,1920,0,
nickel,SLC11A2,,innate immune response,solute carrier family 11 member 2,6,29,145,0,
nickel,SLC11A2,,metal allergy,solute carrier family 11 member 2,6,4,2517,0,
nickel,SLC11A2,,prostate cancer,solute carrier family 11 member 2,6,7,141,0,
nickel,SLC11A2,,squamous cell carcinoma,solute carrier family 11 member 2,6,4,83,0,
cobalt,SOD1,,Chest tightness,superoxide dismutase 1,6,0,4,0,
cobalt,SOD1,,Chronic fatigue,superoxide dismutase 1,6,0,2,0,
cobalt,SOD1,,Cognitive impairment,superoxide dismutase 1,6,63,22,0,
cobalt,SOD1,,Dyspnea,superoxide dismutase 1,6,4,62,0,
cobalt,SOD1,,NLRP3 inflammasome complex,superoxide dismutase 1,6,2,3,0,
cobalt,SOD1,,Palpitations,superoxide dismutase 1,6,0,0,0,
cobalt,SOD1,,Tinnitus,superoxide dismutase 1,6,1,12,0,
cobalt,SOD1,,cardiomyopathy,superoxide dismutase 1,6,50,177,0,
cobalt,SOD1,,demyelinating polyneuropathy,superoxide dismutase 1,6,0,0,0,
cobalt,SOD1,,fibromyalgia,superoxide dismutase 1,6,1,2,0,
cobalt,SOD1,,heart failure,superoxide dismutase 1,6,24,175,0,
cobalt,SOD1,,hypothyroidism,superoxide dismutase 1,6,6,57,0,
cobalt,SOD1,,innate immune response,superoxide dismutase 1,6,58,138,0,
cobalt,SOD1,,melanoma,superoxide dismutase 1,6,6,329,0,
cobalt,SOD1,,periprosthetic osteolysis,superoxide dismutase 1,6,0,65,0,
cobalt,SOD1,,prostate cancer,superoxide dismutase 1,6,12,272,0,
nickel,CASP7,,NLRP3 inflammasome complex,caspase 7,5,2,2,0,
nickel,CASP7,,allergic contact dermatitis,caspase 7,5,0,1920,0,
nickel,CASP7,,anaplastic large cell lymphoma,caspase 7,5,0,0,0,
nickel,CASP7,,innate immune response,caspase 7,5,52,145,0,
nickel,CASP7,,prostate cancer,caspase 7,5,107,141,1,
nickel,CASP7,,squamous cell carcinoma,caspase 7,5,56,83,0,
cobalt(2+),CCNG2,,Chest tightness,cyclin G2,5,0,1,0,
cobalt(2+),CCNG2,,Chronic fatigue,cyclin G2,5,0,2,0,
cobalt(2+),CCNG2,,Dyspnea,cyclin G2,5,0,20,0,
cobalt(2+),CCNG2,,Palpitations,cyclin G2,5,0,0,0,
cobalt(2+),CCNG2,,Tinnitus,cyclin G2,5,0,5,0,
cobalt(2+),CCNG2,,cardiomyopathy,cyclin G2,5,2,49,0,
cobalt(2+),CCNG2,,fibromyalgia,cyclin G2,5,0,1,0,
cobalt(2+),CCNG2,,heart failure,cyclin G2,5,6,83,0,
cobalt(2+),CCNG2,,hypothyroidism,cyclin G2,5,1,23,0,
cobalt(2+),CCNG2,,innate immune response,cyclin G2,5,11,46,0,
cobalt(2+),CCNG2,,melanoma,cyclin G2,5,128,119,0,
cobalt(2+),CCNG2,,prostate cancer,cyclin G2,5,269,116,0,
nickel,CYBRD1,,Localized skin lesion,cytochrome b reductase 1,5,0,2,0,
nickel,CYBRD1,,NLRP3 inflammasome complex,cytochrome b reductase 1,5,0,2,0,
nickel,CYBRD1,,prostate cancer,cytochrome b reductase 1,5,2,141,0,
nickel,CYBRD1,,squamous cell carcinoma,cytochrome b reductase 1,5,2,83,0,
chromium(6+),HIF1A,,anaplastic large cell lymphoma,hypoxia inducible factor 1 subunit alpha,5,2,0,0,
chromium(6+),HIF1A,,melanoma,hypoxia inducible factor 1 subunit alpha,5,210,47,0,
cobalt,LTA4H,,Chronic fatigue,leukotriene A4 hydrolase,5,0,2,0,
cobalt,LTA4H,,Dyspnea,leukotriene A4 hydrolase,5,0,62,0,
cobalt,LTA4H,,NLRP3 inflammasome complex,leukotriene A4 hydrolase,5,0,3,0,
cobalt,LTA4H,,Tinnitus,leukotriene A4 hydrolase,5,0,12,0,
cobalt,LTA4H,,cardiomyopathy,leukotriene A4 hydrolase,5,0,177,0,
cobalt,LTA4H,,fibromyalgia,leukotriene A4 hydrolase,5,0,2,0,
cobalt,LTA4H,,heart failure,leukotriene A4 hydrolase,5,5,175,0,
cobalt,LTA4H,,hypothyroidism,leukotriene A4 hydrolase,5,0,57,0,
cobalt,LTA4H,,innate immune response,leukotriene A4 hydrolase,5,7,138,0,
cobalt,LTA4H,,melanoma,leukotriene A4 hydrolase,5,1,329,0,
cobalt,LTA4H,,prostate cancer,leukotriene A4 hydrolase,5,2,272,0,
chromium,PC,,melanoma,pyruvate carboxylase,5,5,149,0,
chromium,PTPN1,,anaplastic large cell lymphoma,protein tyrosine phosphatase non-receptor type 1,5,6,0,0,
chromium,PTPN1,,melanoma,protein tyrosine phosphatase non-receptor type 1,5,46,149,0,
chromium,ACP5,,melanoma,"acid phosphatase 5, tartrate resistant",4,2,149,0,
